a_id,b_id,group_id
5493,5493,30
5494,5494,53
5495,5495,27
5496,5496,36
5497,5497,1
5498,5498,16
5499,5499,16
5500,5500,33
5501,5501,32
5502,5502,6
5503,5503,55
5504,5504,12
5505,5505,22
5506,5506,3
5507,5507,51
5508,5508,14
5509,5509,15
5510,5510,25
5511,5511,39
5512,5512,25
5513,5513,35
5514,5514,41
5515,5515,52
5516,5516,21
5517,5517,46
5518,5518,47
5519,5519,32
5520,5520,1
5521,5521,57
5522,5522,54
5523,5523,56
5524,5524,55
5525,5525,1
5526,5526,14
5527,5527,53
5528,5528,45
5529,5529,28
5530,5530,30
5531,5531,53
5532,5532,23
5533,5533,25
5534,5534,24
5535,5535,22
5536,5536,34
5537,5537,32
5538,5538,52
5539,5539,56
5540,5540,52
5541,5541,50
5542,5542,58
5543,5543,28
5544,5544,27
5545,5545,40
5546,5546,6
5547,5547,6
5548,5548,43
5549,5549,30
5550,5550,52
5551,5551,7
5552,5552,47
5553,5553,39
5554,5554,21
5555,5555,55
5556,5556,40
5557,5557,24
5558,5558,43
5559,5559,58
5560,5560,58
5561,5561,16
5562,5562,2
5563,5563,29
5564,5564,21
5565,5565,54
5566,5566,52
5567,5567,10
5568,5568,44
5569,5569,43
5570,5570,39
5571,5571,7
5572,5572,58
5573,5573,17
5574,5574,33
5575,5575,45
5576,5576,23
5577,5577,59
5578,5578,3
5579,5579,14
5580,5580,13
5581,5581,46
5582,5582,37
5583,5583,10
5584,5584,23
5585,5585,6
5586,5586,40
5587,5587,22
5588,5588,1
5589,5589,53
5590,5590,57
5591,5591,52
5592,5592,3
5593,5593,36
5594,5594,57
5595,5595,25
5596,5596,4
5597,5597,27
5598,5598,46
5599,5599,57
5600,5600,7
5601,5601,41
5602,5602,54
5603,5603,58
5604,5604,18
5605,5605,52
5606,5606,6
5607,5607,28
5608,5608,34
5609,5609,15
5610,5610,49
5611,5611,53
5612,5612,1
5613,5613,25
5614,5614,11
5615,5615,42
5616,5616,3
5617,5617,58
5618,5618,9
5619,5619,30
5620,5620,43
5621,5621,6
5622,5622,10
5623,5623,25
5624,5624,15
5625,5625,14
5626,5626,34
5627,5627,54
5628,5628,49
5629,5629,26
5630,5630,4
5631,5631,1
5632,5632,2
5633,5633,23
5634,5634,59
5635,5635,5
5636,5636,46
5637,5637,53
5638,5638,2
5639,5639,36
5640,5640,14
5641,5641,19
5642,5642,37
5643,5643,40
5644,5644,42
5645,5645,53
5646,5646,44
5647,5647,26
5648,5648,19
5649,5649,43
5650,5650,25
5651,5651,21
5652,5652,9
5653,5653,14
5654,5654,0
5655,5655,22
5656,5656,46
5657,5657,42
5658,5658,10
5659,5659,49
5660,5660,5
5661,5661,35
5662,5662,27
5663,5663,35
5664,5664,26
5665,5665,21
5666,5666,39
5667,5667,18
5668,5668,3
5669,5669,54
5670,5670,7
5671,5671,31
5672,5672,53
5673,5673,31
5674,5674,6
5675,5675,5
5676,5676,22
5677,5677,57
5678,5678,31
5679,5679,10
5680,5680,54
5681,5681,55
5682,5682,34
5683,5683,2
5684,5684,37
5685,5685,3
5686,5686,36
5687,5687,11
5688,5688,38
5689,5689,55
5690,5690,46
5691,5691,56
5692,5692,42
5693,5693,36
5694,5694,2
5695,5695,25
5696,5696,58
5697,5697,0
5698,5698,21
5699,5699,35
5700,5700,52
5701,5701,8
5702,5702,49
5703,5703,32
5704,5704,57
5705,5705,50
5706,5706,3
5707,5707,27
5708,5708,47
5709,5709,19
5710,5710,2
5711,5711,42
5712,5712,52
5713,5713,25
5714,5714,6
5715,5715,33
5716,5716,47
5717,5717,17
5718,5718,50
5719,5719,14
5720,5720,12
5721,5721,47
5722,5722,7
5723,5723,16
5724,5724,9
5725,5725,52
5726,5726,42
5727,5727,59
5728,5728,58
5729,5729,24
5730,5730,10
5731,5731,26
5732,5732,29
5733,5733,42
5734,5734,38
5735,5735,45
5736,5736,17
5737,5737,51
5738,5738,17
5739,5739,34
5740,5740,52
5741,5741,57
5742,5742,19
5743,5743,14
5744,5744,48
5745,5745,14
5746,5746,57
5747,5747,9
5748,5748,2
5749,5749,26
5750,5750,8
5751,5751,29
5752,5752,17
5753,5753,20
5754,5754,52
5755,5755,51
5756,5756,13
5757,5757,29
5758,5758,8
5759,5759,27
5760,5760,4
5761,5761,11
5762,5762,9
5763,5763,55
5764,5764,10
5765,5765,48
5766,5766,57
5767,5767,47
5768,5768,53
5769,5769,58
5770,5770,41
5771,5771,6
5772,5772,41
5773,5773,5
5774,5774,41
5775,5775,29
5776,5776,55
5777,5777,22
5778,5778,35
5779,5779,45
5780,5780,24
5781,5781,2
5782,5782,6
5783,5783,0
5784,5784,57
5785,5785,30
5786,5786,5
5787,5787,29
5788,5788,15
5789,5789,42
5790,5790,35
5791,5791,14
5792,5792,56
5793,5793,15
5794,5794,15
5795,5795,1
5796,5796,37
5797,5797,26
5798,5798,56
5799,5799,27
5800,5800,59
5801,5801,21
5802,5802,36
5803,5803,19
5804,5804,47
5805,5805,44
5806,5806,16
5807,5807,46
5808,5808,20
5809,5809,40
5810,5810,21
5811,5811,13
5812,5812,18
5813,5813,15
5814,5814,38
5815,5815,25
5816,5816,42
5817,5817,31
5818,5818,57
5819,5819,40
5820,5820,40
5821,5821,35
5822,5822,10
5823,5823,37
5824,5824,22
5825,5825,41
5826,5826,9
5827,5827,43
5828,5828,54
5829,5829,55
5830,5830,32
5831,5831,42
5832,5832,45
5833,5833,49
5834,5834,50
5835,5835,35
5836,5836,0
5837,5837,55
5838,5838,8
5839,5839,46
5840,5840,21
5841,5841,35
5842,5842,23
5843,5843,33
5844,5844,38
5845,5845,28
5846,5846,18
5847,5847,59
5848,5848,0
5849,5849,49
5850,5850,40
5851,5851,20
5852,5852,15
5853,5853,45
5854,5854,8
5855,5855,20
5856,5856,49
5857,5857,59
5858,5858,13
5859,5859,42
5860,5860,40
5861,5861,40
5862,5862,21
5863,5863,56
5864,5864,12
5865,5865,14
5866,5866,19
5867,5867,30
5868,5868,4
5869,5869,6
5870,5870,54
5871,5871,4
5872,5872,39
5873,5873,1
5874,5874,6
5875,5875,40
5876,5876,54
5877,5877,9
5878,5878,18
5879,5879,44
5880,5880,45
5881,5881,34
5882,5882,7
5883,5883,38
5884,5884,18
5885,5885,55
5886,5886,17
5887,5887,55
5888,5888,1
5889,5889,17
5890,5890,44
5891,5891,12
5892,5892,23
5893,5893,5
5894,5894,1
5895,5895,24
5896,5896,22
5897,5897,49
5898,5898,21
5899,5899,45
5900,5900,52
5901,5901,3
5902,5902,44
5903,5903,20
5904,5904,27
5905,5905,6
5906,5906,54
5907,5907,27
5908,5908,1
5909,5909,27
5910,5910,6
5911,5911,55
5912,5912,26
5913,5913,55
5914,5914,19
5915,5915,32
5916,5916,58
5917,5917,3
5918,5918,1
5919,5919,38
5920,5920,59
5921,5921,8
5922,5922,37
5923,5923,39
5924,5924,37
5925,5925,5
5926,5926,28
5927,5927,27
5928,5928,5
5929,5929,49
5930,5930,23
5931,5931,6
5932,5932,45
5933,5933,41
5934,5934,5
5935,5935,10
5936,5936,5
5937,5937,20
5938,5938,49
5939,5939,9
5940,5940,31
5941,5941,24
5942,5942,58
5943,5943,38
5944,5944,1
5945,5945,3
5946,5946,28
5947,5947,21
5948,5948,4
5949,5949,26
5950,5950,26
5951,5951,12
5952,5952,9
5953,5953,57
5954,5954,6
5955,5955,25
5956,5956,7
5957,5957,40
5958,5958,27
5959,5959,15
5960,5960,38
5961,5961,1
5962,5962,15
5963,5963,11
5964,5964,36
5965,5965,19
5966,5966,43
5967,5967,4
5968,5968,29
5969,5969,37
5970,5970,2
5971,5971,39
5972,5972,9
5973,5973,48
5974,5974,32
5975,5975,51
5976,5976,19
5977,5977,2
5978,5978,30
5979,5979,33
5980,5980,2
5981,5981,50
5982,5982,43
5983,5983,57
5984,5984,6
5985,5985,51
5986,5986,15
5987,5987,12
5988,5988,15
5989,5989,57
5990,5990,29
5991,5991,24
5992,5992,17
5993,5993,11
5994,5994,6
5995,5995,29
5996,5996,2
5997,5997,28
5998,5998,29
5999,5999,52
